JobNumber,JobDescription,Master_Controllers,Field_Controllers,Sensors,Panels,Software,Computers,HO02,HO03,HO04,HO05,HO06,HO07,HO08,HO09,HO10,HO11,HO12
100000B,HSS ERPB,0.0,1635.44,469.9,0.0,0.0,0.0,401.15,0.0,265.16,587.47,0.0,0.0,0.0,223.63,83.87,0.0,1078.72
100100B,HSS - 3rd floor,1719.54,1315.85,1603.81,0.0,0.0,0.0,359.5,90.31,214.49,1892.49,0.0,0.0,0.0,1936.88,4997.82,0.0,0.0
100200B,Empire State Realty Trust,1774.59,1007.12,4905.380000000001,305.37,0.0,0.0,988.62,272.38,915.42,1737.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100300B,UBS - 13th floor,0.0,0.0,0.0,0.0,0.0,0.0,167.31,199.46,246.16,0.0,0.0,0.0,0.0,475.63,0.0,0.0,0.0
100400B,LIU Vet School,1048.69,0.0,0.0,0.0,0.0,0.0,177.29,0.0,0.0,589.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100500B,Tangram Plaza Con-Ed Vaults,0.0,0.0,6661.25,0.0,0.0,0.0,444.88,0.0,0.0,850.9,0.0,0.0,0.0,4523.13,1137.58,0.0,0.0
100600B,Keybank - 36th floor,0.0,0.0,0.0,0.0,0.0,0.0,472.82,0.0,1395.4,830.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100700B,Wyandanch Rising Building E-1,1779.62,3334.89,28797.29,599.65,1238.55,0.6393875,3972.46,814.78,6870.46,11782.45,0.0,750.54,0.0,7427.42,7700.73,340.72,1121.4
100800B,City Point Tower 3,33618.39,36991.63,192062.49000000002,6599.97,3306.63,1.6838624999999998,30240.15,15039.02,82871.76,63939.46,20209.72,9884.68,1058.3,74443.32,219525.41,0.0,3692.07
100900B,Mt. Sinai Annenberg - 7th fl,0.0,1708.8000000000002,821.6700000000001,0.0,0.0,0.0,403.25,0.0,0.0,1319.15,0.0,0.0,0.0,633.77,0.0,0.0,0.0
101100B,Chrystie Street - 18th fl,0.0,1022.71,0.0,0.0,0.0,0.0,208.14,0.0,267.72,688.83,0.0,0.0,0.0,481.82,0.0,0.0,195.73
101200B,745 5th Avenue - 16th & 24th f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101300B,230 Park Ave BMS Refurbishment,3762.95,0.0,0.0,0.0,2424.1,1.06765625,208.14,0.0,4865.11,1883.11,0.0,0.0,0.0,1796.25,883.8,0.0,493.13
101400B,Sirius XM Generator Rplcmnt,1590.78,0.0,0.0,219.22,0.0,0.0,2501.42,292.97,3250.8,5508.44,0.0,0.0,0.0,2341.76,574.23,0.0,185.96
101500B,95 Morton VFD (Dup Job#802807),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101900B,Bryan Cave,7098.39,34495.51,13708.859999999999,856.66,4221.63,1.06765625,2554.35,0.0,10756.18,14193.74,247.75,0.0,0.0,3769.36,2187.19,0.0,5901.29
102100B,Mercado Food Hall (HY Market),5619.01,11762.62,29018.65,855.54,3208.46,1.27749375,9146.56,1713.24,10923.7,12910.34,0.0,0.0,0.0,16072.56,7228.54,0.0,2424.96
102200B,LIU - POST Pell Hall,0.0,1453.86,7377.739999999999,0.0,2214.0,0.0,930.69,1217.74,2959.42,5715.4,0.0,404.24,0.0,0.0,0.0,382.96,2830.19
102300B,LIU - Post,2169.34,0.0,1077.94,0.0,2214.0,0.0,930.69,144.16,3132.96,3855.61,0.0,598.84,0.0,0.0,94.58,0.0,0.0
102400B,HSS - Brooklyn,3327.29,14478.080000000002,9017.43,166.26,2261.11,0.0,10966.38,809.09,4068.43,2920.83,0.0,0.0,0.0,1158.39,15502.52,0.0,0.0
102500B,CBRE 444 Madison 34Fl,0.0,2711.08,2088.66,0.0,0.0,0.0,1121.84,295.08,1424.16,2335.45,0.0,0.0,0.0,1494.38,1159.22,0.0,0.0
102700B,PSEG - 3rd fl Plaza Window,0.0,0.0,0.0,0.0,0.0,0.0,97.52,0.0,0.0,448.59,0.0,0.0,0.0,445.97,159.88,0.0,0.0
102800B,1301 6th Avenue,0.0,0.0,3284.7,0.0,0.0,0.0,133.42,0.0,0.0,424.7,0.0,0.0,0.0,269.46,0.0,0.0,0.0
102900B,ESRT,0.0,0.0,446.31,0.0,0.0,0.0,0.0,553.22,0.0,83.41,0.0,0.0,0.0,774.18,553.22,0.0,0.0
103100B,230 Park Avenue South,0.0,3013.0,25086.29,0.0,0.0,0.0,939.73,135.47,1199.76,6865.78,514.58,0.0,0.0,2973.83,8744.56,667.68,369.23
103200B,RXR - 29th & 30th floors,0.0,917.08,112.49,0.0,0.0,0.0,0.0,0.0,297.48,172.26,0.0,0.0,0.0,162.75,0.0,0.0,0.0
103300B,Mt. Sinai - Annenberg,0.0,1622.12,2061.2,0.0,320.49,0.0,586.69,0.0,1708.28,2174.91,0.0,0.0,0.0,2249.81,392.1,0.0,467.78
103500B,RXR - 16th fl,2594.76,6901.33,2551.7599999999998,0.0,0.0,0.0,556.24,67.73,1058.31,1499.98,0.0,0.0,0.0,1299.01,222.43,0.0,273.34
103600B,Estee Lauder,1872.85,156.93,741.98,0.0,0.0,0.0,818.71,171.36,1195.77,0.0,0.0,121.39,0.0,1754.33,420.1,0.0,0.0
103700B,909 3rd Avenue,0.0,0.0,0.0,0.0,0.0,0.0,82.39,0.0,72.58,529.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103900B,FDNY & Pre-built Suite,0.0,204.28,5157.9400000000005,0.0,0.0,0.0,669.23,0.0,0.0,1824.83,0.0,0.0,0.0,3535.17,1035.22,0.0,0.0
104000B,Rock Center Base Bldg Metering,0.0,665.66,0.0,0.0,0.0,0.0,771.15,2047.48,1762.38,6690.79,0.0,0.0,0.0,6542.32,0.0,0.0,8483.85
104100B,Humanscale - BMS Work,0.0,1022.15,272.45,0.0,374.85,0.0,0.0,0.0,0.0,318.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104200B,111 E. 59th Street,0.0,203.55,1450.0,166.87,0.0,0.0,266.94,90.31,1168.11,1476.25,0.0,0.0,0.0,679.82,208.16,0.0,0.0
104400B,ESRT - ASCAP,0.0,3884.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,246.57
104600B,SGU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104800B,Mt. Sinai - 21st fl,0.0,421.16,412.44,0.0,0.0,0.0,118.64,0.0,275.37,240.08,0.0,0.0,0.0,566.54,0.0,0.0,79.03
104900B,1865BwayWater Tank Fiber Riser,0.0,0.0,0.0,0.0,0.0,0.0,71.25,269.07,0.0,1252.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105000B,Paramount Group,7488.6,385.15,0.0,411.24,0.0,0.0,2437.51,0.0,506.91,3329.17,514.58,0.0,0.0,426.35,0.0,0.0,514.58
105200B,SGU Super Dorm 8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,275.53,51.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105300B,LIU Post - LIU Brooklyn,0.0,0.0,0.0,0.0,0.0,1.922425,0.0,0.0,405.63,814.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105400B,711 5th-AHU 11 E Replacement,1738.75,2178.7200000000003,3727.77,1141.73,0.0,0.0,1028.47,316.09,0.0,1466.98,0.0,0.0,0.0,1616.83,675.08,0.0,0.0
105700B,Equity Office 44 Wall 8&10 Flr,3549.19,7726.599999999999,3150.98,205.62,801.66,0.0,564.05,225.78,3364.83,2059.83,0.0,0.0,0.0,2041.43,557.96,0.0,127.62
105800B,ESRT VFD,0.0,253.1,0.0,0.0,0.0,0.0,0.0,0.0,340.17,515.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105900B,SGU Super Dorm 8 & Fitness Cen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106000B,Tiptree Inc. - Job Cancelled,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106200B,306 Gold Street,1736.91,789.63,1337.67,269.18,1202.48,1.06765625,809.52,613.85,3316.23,1813.15,0.0,374.29,0.0,4985.75,2924.34,0.0,0.0
106300B,Hines,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233.72,198.12,0.0,0.0,0.0,260.34,0.0,0.0,142.41
106400B,Brands Connection,1872.15,1335.44,306.96,0.0,0.0,0.0,193.56,0.0,582.07,258.09,0.0,0.0,0.0,679.93,0.0,0.0,331.03
106900B,500 Park Avenue,0.0,0.0,133.62,0.0,0.0,0.0,0.0,0.0,1197.68,106.83,0.0,0.0,0.0,687.49,0.0,0.0,0.0
107000B,UBS Concourse,0.0,422.63,900.73,173.96,0.0,0.0,468.27,146.65,831.2,1053.01,0.0,0.0,0.0,0.0,0.0,0.0,668.2
107100B,1107 Broadway BMS Retrofit,3481.83,1493.4,1313.31,102.81,0.0,0.0,1336.5,146.65,5194.29,4680.36,0.0,0.0,0.0,4025.25,5123.44,0.0,0.0
107200B,335 Madison -Facebook,0.0,0.0,0.0,0.0,0.0,0.0,576.87,0.0,0.0,86.12,0.0,0.0,0.0,507.06,322.37,0.0,258.66
107300B,Tiger Infrastructure 12 A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,479.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107500B,Mt. Sinai Annenberg - 9th OR,0.0,4567.75,20899.65,249.58,730.62,0.0,2324.74,864.48,9139.03,8886.39,0.0,2159.33,0.0,18185.73,2242.2,0.0,0.0
107900B,ESRT 26th Floor,0.0,1425.67,0.0,0.0,0.0,0.0,161.99,0.0,1445.74,2792.65,0.0,0.0,0.0,2678.22,0.0,0.0,208.16
108000B,UBS Ecostruxure Upgrade,79965.17,2558.06,0.0,0.0,4234.66,1.55175625,850.24,0.0,72175.29,36765.63,1590.0,175.0,0.0,8706.08,647.81,0.0,5117.76
108200B,Shorenstein Infrastructure Upg,1510.66,4288.58,11538.600000000002,374.54,0.0,0.0,2338.3,729.77,2328.29,5276.74,0.0,0.0,0.0,6788.72,5646.74,333.84,0.0
108500B,Rudin Management,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108700B,Cipriani Food Hall,0.0,6223.84,22014.57,0.0,0.0,0.0,3805.71,293.25,4559.17,26462.06,0.0,0.0,0.0,11072.97,439.79,0.0,0.0
108900B,Vornado,0.0,0.0,2908.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109000B,Jones Lang LaSalle AHU 6E Rplm,0.0,1425.67,1538.22,0.0,0.0,0.0,451.64,249.22,0.0,1125.01,0.0,0.0,0.0,313.24,0.0,0.0,0.0
109200B,Molloy College,0.0,0.0,408.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109300B,One Union Square,0.0,222.12,0.0,0.0,0.0,0.0,0.0,0.0,170.09,699.88,0.0,0.0,0.0,0.0,278.98,0.0,0.0
109500B,District Attorney of NY reno,1599.0,0.0,1402.97,94.43,0.0,0.0,1032.35,67.26,1985.8,4552.63,244.91,523.98,0.0,6623.84,1535.92,0.0,0.0
109600B,Simpson Thatcher,2405.14,651.91,3703.27,0.0,0.0,0.0,1126.33,135.13,2346.6,2068.57,0.0,339.87,0.0,2743.46,490.68,0.0,1479.57
109700B,Vornado Realty Trust 21F,0.0,4019.65,1850.9299999999998,0.0,0.0,0.0,218.52,222.98,1328.97,3395.22,0.0,0.0,0.0,214.41,213.99,0.0,641.23
109800B,ASCAP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,629.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110000B,Mt. Sinai Project Cancelled,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110100B,40 East 52nd St,0.0,0.0,602.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110700B,Shorenstein 2nd fl Chiller,1510.66,921.42,2126.99,0.0,0.0,0.0,451.64,45.16,1019.63,311.06,0.0,0.0,0.0,1543.62,517.15,0.0,182.24
110900B,HSS Dana Building,0.0,0.0,496.64,0.0,0.0,0.0,1350.28,0.0,0.0,603.65,0.0,0.0,0.0,2111.89,533.77,0.0,255.26
111100B,Allegiant JOB CANCELLED  1-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111200B,New York Roadrunners,2546.58,10957.14,4811.629999999999,283.29,0.0,0.0,806.52,135.47,4365.27,6551.93,0.0,0.0,0.0,2427.16,2234.84,0.0,0.0
111300B,Gruner Rest. Project Cancelled,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111400B,250 West 57th Street,0.0,548.25,0.0,182.11,0.0,0.0,232.69,135.13,169.94,1744.84,0.0,0.0,0.0,532.59,1909.1,0.0,0.0
111500B,499 Park,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.12,0.0,0.0,0.0,370.91,208.16,0.0,0.0
111800B,St. Johnsland Nursing Center,0.0,0.0,1135.18,0.0,0.0,0.0,538.96,0.0,859.55,1051.04,0.0,0.0,0.0,1108.97,328.44,0.0,0.0
111900B,1107 Broadway,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,523.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112000B,PSEG Call Center,3845.53,17712.07,44517.4,425.92,0.0,0.0,1822.04,359.95,3945.46,9191.84,0.0,0.0,0.0,4638.33,8983.21,0.0,1531.56
112100B,1301 Ave of the Americas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,562.74,0.0,0.0,0.0,303.96,0.0,0.0,0.0
112200B,HSS  Stamford CT,0.0,0.0,473.53,0.0,0.0,0.0,0.0,0.0,72.58,180.62,0.0,0.0,0.0,135.43,0.0,0.0,0.0
112500B,20 East End Avenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,314.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112600B,Bethpage Federal Credit Union,3239.48,10791.93,15540.5,0.0,0.0,0.0,727.3,0.0,3863.13,4441.44,0.0,0.0,313.76,2132.82,1769.45,0.0,0.0
112700B,St Johnsland Nursing Center,1687.8,4135.14,1023.1399999999999,45.23,984.37,0.0,1080.84,617.07,1630.6,184.62,0.0,0.0,0.0,2929.55,553.87,0.0,0.0
112800B,CBRE - 444 Mad. Ave.,0.0,12965.25,8003.61,597.39,0.0,0.0,1709.94,1094.6,1993.05,9312.09,0.0,0.0,0.0,2774.55,378.21,0.0,0.0
112900B,1776 Broadway,0.0,445.4,596.8299999999999,0.0,0.0,0.0,518.5,0.0,0.0,1729.16,0.0,0.0,0.0,433.17,953.75,0.0,0.0
113100B,Hines 499 Park,0.0,0.0,147.98999999999998,0.0,0.0,0.0,0.0,0.0,0.0,396.23,0.0,0.0,0.0,373.54,0.0,0.0,0.0
113300B,HSS Pavillion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113400B,32 Old Slip,0.0,12569.61,851.88,0.0,0.0,0.0,134.09,67.73,787.56,1844.48,0.0,0.0,0.0,5662.54,1629.99,0.0,0.0
113500B,Oppenheimer,6402.53,15708.69,26916.82,0.0,0.0,0.0,1235.93,900.89,4813.77,6117.4,0.0,0.0,0.0,4348.28,318.5,0.0,0.0
113600B,OWS Capital-299 Park ATC,1740.91,8338.800000000001,8140.279999999999,136.11,2040.2,1.0006375,1259.29,184.89,3292.85,12062.19,0.0,0.0,0.0,823.42,1707.65,0.0,0.0
113900B,Estee Lauder Melville,0.0,337.09,981.4399999999999,0.0,0.0,0.0,0.0,0.0,246.15,0.0,0.0,0.0,0.0,211.94,211.94,0.0,531.78
114000B,ESRT AC-26 Addtl Devices,0.0,0.0,300.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114800B,UBS Evidence Lab,0.0,407.11,1009.06,173.96,0.0,0.0,373.07,121.48,235.96,888.58,0.0,0.0,0.0,0.0,148.21,0.0,0.0
114900B,JHSF Residential,0.0,0.0,0.0,0.0,0.0,0.0,35.85,0.0,0.0,0.0,0.0,0.0,0.0,307.39,384.24,0.0,0.0
115000B,CMG - Job Cancelled,0.0,0.0,0.0,0.0,0.0,0.0,283.06,0.0,0.0,29.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115200B,Tangram NB1,5597.64,8988.54,25158.29,846.94,0.0,0.0,2099.83,2048.65,5876.03,10126.69,0.0,0.0,0.0,4485.7,13606.96,0.0,0.0
115300B,Tangram Plaza,5222.73,2087.55,4400.82,633.95,842.8,0.0,1227.09,3718.22,6462.31,16192.75,0.0,0.0,0.0,11269.8,29153.49,0.0,0.0
115900B,VA Hospital Project cancelled,0.0,0.0,0.0,0.0,0.0,0.0,1345.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116000B,SGU Grenada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.13,0.0,0.0,0.0,0.0,0.0
116200B,CBRE 1500 Broadway,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.74,0.0,0.0,0.0,129.33,0.0,0.0,0.0
116300B,830 3rd Ave - Job Cancelled,0.0,0.0,0.0,0.0,0.0,0.0,462.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116400B,Mt. Sinai 20th fl Office,0.0,278.98,693.6400000000001,0.0,0.0,0.0,193.56,0.0,0.0,110.61,0.0,0.0,0.0,0.0,210.79,0.0,0.0
116500B,JP Morgan Chase RTU & VAV's,0.0,0.0,0.0,0.0,0.0,0.0,258.08,0.0,399.68,334.27,0.0,0.0,0.0,826.74,0.0,0.0,242.99
116600B,Estee Lauder ac-32 Replacement,0.0,0.0,0.0,119.49,0.0,0.0,109.26,133.9,408.58,0.0,0.0,0.0,0.0,705.4,330.36,0.0,0.0
116700B,40 W 57th St. - 15th fl,0.0,0.0,1643.62,0.0,0.0,0.0,0.0,0.0,0.0,325.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116800B,345 Park - Nantum T&M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116900B,1407 Broadway,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,485.96
117000B,Mt. Sinai Annenberg 21st Fl,0.0,2250.42,3085.83,124.79,0.0,0.0,992.37,802.97,1200.87,1213.68,0.0,0.0,0.0,2303.72,210.15,0.0,0.0
117100B,Hebrew Home Resnick Pavilion,0.0,0.0,1187.54,0.0,0.0,0.0,390.08,0.0,0.0,1434.32,0.0,0.0,0.0,255.4,885.47,0.0,0.0
117200B,Mt Sinai -  8th  fl VAV retro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.61,0.0,0.0,0.0,256.39,0.0,0.0,0.0
117300B,Mt Sinai Annenberg -18th fl,0.0,0.0,540.51,0.0,0.0,0.0,175.89,0.0,0.0,809.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117400B,Lifetime Fitness,0.0,0.0,37.7,0.0,0.0,0.0,178.15,0.0,339.87,1165.7,0.0,0.0,0.0,579.93,0.0,0.0,0.0
117500B,Pratt Institute Chimney Upgrad,0.0,0.0,0.0,0.0,0.0,0.0,212.29,0.0,0.0,985.7,0.0,0.0,0.0,0.0,2835.74,0.0,0.0
117600B,40 W 57th Street,0.0,0.0,1029.92,0.0,0.0,0.0,0.0,0.0,0.0,321.62,0.0,0.0,0.0,295.08,0.0,0.0,0.0
117700B,499 Park Ave,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1263.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117900B,818 Greenwich St,1609.29,338.91,625.5100000000001,86.98,0.0,0.0,0.0,133.79,1310.23,1044.56,0.0,0.0,0.0,322.76,0.0,0.0,1234.41
118000B,HSS - Oil & Water Leak Monitor,0.0,194.09,412.5,79.89,0.0,0.0,945.02,379.98,0.0,2429.77,0.0,0.0,0.0,0.0,0.0,0.0,765.78
118100B,Stone House BMS Upgrade,1599.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4265.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,985.34
118200B,Hines - 17th fl DX Replacement,0.0,0.0,354.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118300B,Irish Arts Center - ATC,1888.41,4889.72,6229.65,553.54,1338.26,1.2932,3630.55,738.61,6580.62,10851.99,0.0,505.87,0.0,5975.68,742.61,1130.64,0.0
118400B,Windels Marx - 8th fl Lk detec,0.0,276.69,0.0,0.0,0.0,0.0,72.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118500B,Pearlman Aesthetics Surgery,1141.76,536.38,915.9399999999999,102.81,0.0,0.0,357.99,210.95,805.55,2967.03,0.0,397.1,0.0,208.1,1791.58,0.0,0.0
118600B,250 W 57th St,0.0,548.25,59.33,102.81,0.0,0.0,144.1,90.09,169.94,2453.43,0.0,0.0,0.0,772.02,492.66,0.0,0.0
118700B,Mt. Sinai Annenberg,0.0,0.0,746.4000000000001,0.0,0.0,0.0,741.1,350.02,894.1,1437.68,0.0,0.0,0.0,0.0,920.34,0.0,0.0
118800B,Andaz 485 Fifth Ave,0.0,211.32,0.0,86.98,0.0,0.0,351.78,608.54,438.52,510.07,0.0,0.0,0.0,124.46,240.99,0.0,0.0
119100B,Hines OAD Actuators,0.0,0.0,330.7,0.0,0.0,0.0,0.0,0.0,0.0,402.82,0.0,0.0,0.0,0.0,629.32,0.0,0.0
119200B,Riverwalk 8,1706.24,3460.66,2079.27,513.13,3110.28,1.1877875,3759.08,183.16,4590.16,12265.45,0.0,0.0,0.0,0.0,1044.13,0.0,6356.16
119300B,80 Pine steam pressure transdu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119400B,Illumination Fund,0.0,667.72,255.8,0.0,0.0,0.0,178.15,0.0,340.33,0.0,0.0,0.0,0.0,159.88,656.88,0.0,0.0
119500B,Essex Crossing Site 2,0.0,0.0,0.0,0.0,0.0,0.0,214.84,0.0,0.0,0.0,0.0,0.0,0.0,229.08,1233.62,0.0,0.0
119600B,Van Barton,0.0,0.0,0.0,0.0,0.0,0.0,175.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119800B,HSS Panel Relocation AC-2-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120000B,Artisan Partners - 20th fl T&M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120100B,LIU Brookville,1426.31,0.0,0.0,124.79,0.0,0.0,200.51,200.74,598.84,2901.81,0.0,0.0,0.0,555.82,0.0,0.0,0.0
120200B,Paramount Group - Cancelled,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120300B,Mt. Sinai 2019 Blanket PO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340.29,1.59,0.0,0.0,0.0,840.12,0.0,0.0,0.0
120400B,230 PAS - Boiler Fr. Air Dampe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,598.84,250.64,0.0,0.0,0.0,294.12,667.66,0.0,0.0
120500B,405 Lexington Ave,19669.55,0.0,5858.120000000001,0.0,0.0,0.0,231.41,0.0,5167.86,1780.66,0.0,0.0,0.0,2393.11,0.0,0.0,0.0
120600B,Willis Towers Watson,0.0,0.0,6252.950000000001,0.0,0.0,0.0,357.57,0.0,0.0,2195.71,0.0,0.0,0.0,533.33,0.0,0.0,0.0
120800B,Essex Market Boiler Rm Fan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120900B,Cornell Verizon Educ Center,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121200B,11 West 118th St Victory Plaza,0.0,0.0,2880.3199999999997,0.0,0.0,0.0,974.71,0.0,0.0,2962.23,0.0,0.0,0.0,307.39,0.0,0.0,1071.72
121300B,425 Lexington Ave,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.66,0.0,0.0,0.0,0.0,0.0,275.25,0.0,0.0,0.0
121400B,Bristal at Mount SInai,1689.03,870.84,702.78,0.0,1140.21,0.71019375,1743.45,0.0,4455.5,8118.94,2274.72,461.97,0.0,1420.47,10950.88,0.0,0.0
121500B,SGU I-Phones (10) 2nd batch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121600B,Hebrew Home - Job Cancelled,0.0,0.0,0.0,0.0,0.0,0.0,1740.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121700B,Rudin 345 Park VFD Cntrls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121900B,36 West 66th Street,16606.5,55308.31,130788.26000000001,548.85,9510.86,0.99624375,63552.02,8968.7,16873.05,79720.64,0.0,0.0,0.0,25143.4,5128.72,0.0,0.0
122000B,HSS The Pavilion,2502.23,5633.9,5625.570000000001,0.0,0.0,0.0,1181.33,0.0,1370.5,1043.04,0.0,0.0,0.0,2165.6,3981.39,0.0,0.0
122100B,Gordon & Silber,0.0,0.0,468.84,0.0,0.0,0.0,213.76,0.0,0.0,606.84,0.0,0.0,0.0,159.88,538.59,0.0,0.0
122200B,City Speyer,0.0,6393.15,6424.24,0.0,0.0,0.0,445.88,117.11,3004.98,5122.44,0.0,374.29,0.0,3982.98,3742.15,0.0,0.0
122300B,Equity Office - 3rd floor,1740.91,3288.37,2709.5,102.81,0.0,0.0,1147.76,333.56,1246.67,215.13,0.0,0.0,0.0,252.64,202.01,0.0,0.0
122400B,City Speyer Cooling Tower,0.0,452.91,1646.51,182.11,0.0,0.0,0.0,200.74,1183.62,2831.92,0.0,0.0,0.0,3527.4,1161.71,0.0,0.0
122500B,Godiva-Cancelled,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122700B,444 Madison,0.0,1212.7,1000.39,0.0,0.0,0.0,497.07,0.0,1798.55,2682.65,0.0,0.0,0.0,1490.07,2527.19,0.0,0.0
123000B,Leerink Partners,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
